# -21.718
# 0.004
# 0
# 1.821
# 6.542
# 4.016
# 6
# 33
# 0
# 0
# 0
-100.0000 0.00307141
-99.4987 0.00320057
-98.9975 0.00334278
-98.4962 0.00350004
-97.9950 0.00367477
-97.4937 0.0038699
-96.9925 0.00408897
-96.4912 0.00433639
-95.9900 0.00461763
-95.4887 0.00493956
-94.9875 0.0053109
-94.4862 0.00574287
-93.9850 0.00625009
-93.4837 0.00685186
-92.9825 0.00757419
-92.4812 0.00845266
-91.9799 0.00953708
-91.4787 0.0108988
-90.9774 0.0126432
-90.4762 0.0149305
-89.9749 0.0180145
-89.4737 0.0223155
-88.9724 0.0285711
-88.4712 0.0381678
-87.9699 0.053958
-87.4687 0.082537
-86.9674 0.141745
-86.4662 0.290623
-85.9649 0.744695
-85.4637 1.24516
-84.9624 0.545681
-84.4612 0.226887
-83.9599 0.118103
-83.4586 0.071868
-82.9574 0.0485029
-82.4561 0.0351941
-81.9549 0.0269412
-81.4536 0.0214934
-80.9524 0.0177223
-80.4511 0.0150138
-79.9499 0.013011
-79.4486 0.0114955
-78.9474 0.0103274
-78.4461 0.00941404
-77.9449 0.00869222
-77.4436 0.00811748
-76.9424 0.00765799
-76.4411 0.00729049
-75.9398 0.00699774
-75.4386 0.00676675
-74.9373 0.00658768
-74.4361 0.00645302
-73.9348 0.00635701
-73.4336 0.00629527
-72.9323 0.00626444
-72.4311 0.00626207
-71.9298 0.00628642
-71.4286 0.00633634
-70.9273 0.00641122
-70.4261 0.00651094
-69.9248 0.00663585
-69.4236 0.00678674
-68.9223 0.00696489
-68.4211 0.00717204
-67.9198 0.00741053
-67.4185 0.0076833
-66.9173 0.00799397
-66.4160 0.00834713
-65.9148 0.00874827
-65.4135 0.00920419
-64.9123 0.00972328
-64.4110 0.0103159
-63.9098 0.0109947
-63.4085 0.0117759
-62.9073 0.0126795
-62.4060 0.0137313
-61.9048 0.0149644
-61.4035 0.0164218
-60.9023 0.0181608
-60.4010 0.0202581
-59.8997 0.0228186
-59.3985 0.0259895
-58.8972 0.0299812
-58.3960 0.0351036
-57.8947 0.041828
-57.3935 0.050899
-56.8922 0.0635479
-56.3910 0.0819277
-55.8897 0.110074
-55.3885 0.156248
-54.8872 0.239445
-54.3860 0.410653
-53.8847 0.837033
-53.3835 2.13276
-52.8822 3.76811
-52.3810 1.71551
-51.8797 0.703432
-51.3784 0.361033
-50.8772 0.216993
-50.3759 0.1447
-49.8747 0.103705
-49.3734 0.0783566
-48.8722 0.0616527
-48.3709 0.0501
-47.8697 0.0418042
-47.3684 0.0356678
-46.8672 0.0310209
-46.3659 0.027436
-45.8647 0.0246306
-45.3634 0.0224126
-44.8622 0.0206478
-44.3609 0.0192407
-43.8596 0.0181227
-43.3584 0.017244
-42.8571 0.0165684
-42.3559 0.0160704
-41.8546 0.0157327
-41.3534 0.015545
-40.8521 0.0155036
-40.3509 0.015611
-39.8496 0.0158769
-39.3484 0.0163195
-38.8471 0.0169679
-38.3459 0.0178667
-37.8446 0.0190831
-37.3434 0.020719
-36.8421 0.0229326
-36.3409 0.0259776
-35.8396 0.0302813
-35.3383 0.0366066
-34.8371 0.0464307
-34.3358 0.0629414
-33.8346 0.0941458
-33.3333 0.164591
-32.8321 0.346646
-32.3308 0.57414
-31.8296 0.993914
-31.3283 0.850863
-30.8271 0.348322
-30.3258 0.167559
-29.8246 0.100072
-29.3233 0.0692078
-28.8221 0.053015
-28.3208 0.0438034
-27.8195 0.0383758
-27.3183 0.0352423
-26.8170 0.0336532
-26.3158 0.0332386
-25.8145 0.0338045
-25.3133 0.0353535
-24.8120 0.037957
-24.3108 0.0418914
-23.8095 0.0476207
-23.3083 0.0579445
-22.8070 0.0731343
-22.3058 0.0914564
-21.8045 0.130763
-21.3033 0.206637
-20.8020 0.366701
-20.3008 0.69635
-19.7995 1.0089
-19.2982 0.827544
-18.7970 0.751255
-18.2957 0.997294
-17.7945 1.43387
-17.2932 1.69346
-16.7920 1.17585
-16.2907 0.673429
-15.7895 0.40916
-15.2882 0.273951
-14.7870 0.200975
-14.2857 0.159094
-13.7845 0.133933
-13.2832 0.118576
-12.7820 0.109542
-12.2807 0.10507
-11.7794 0.10436
-11.2782 0.107269
-10.7769 0.114246
-10.2757 0.126477
-9.7744 0.146272
-9.2732 0.177609
-8.7719 0.225258
-8.2707 0.285704
-7.7694 0.343107
-7.2682 0.412918
-6.7669 0.520904
-6.2657 0.642664
-5.7644 0.712847
-5.2632 0.680331
-4.7619 0.604675
-4.2607 0.578757
-3.7594 0.591607
-3.2581 0.567126
-2.7569 0.525003
-2.2556 0.517497
-1.7544 0.547433
-1.2531 0.598815
-0.7519 0.651611
-0.2506 0.690444
0.2506 0.712116
0.7519 0.720669
1.2531 0.71797
1.7544 0.703972
2.2556 0.681502
2.7569 0.655044
3.2581 0.627497
3.7594 0.600436
4.2607 0.57523
4.7619 0.553367
5.2632 0.536261
5.7644 0.524987
6.2657 0.520247
6.7669 0.522512
7.2682 0.532189
7.7694 0.549744
8.2707 0.575762
8.7719 0.610998
9.2732 0.656479
9.7744 0.713645
10.2757 0.7842
10.7769 0.868381
11.2782 0.958987
11.7794 1.0353
12.2807 1.07271
12.7820 1.05116
13.2832 0.974798
13.7845 0.878384
14.2857 0.792116
14.7870 0.726208
15.2882 0.679731
15.7895 0.648942
16.2907 0.630448
16.7920 0.621695
17.2932 0.620635
17.7945 0.625331
18.2957 0.633759
18.7970 0.643814
19.2982 0.65351
19.7995 0.661285
20.3008 0.666269
20.8020 0.668355
21.3033 0.667987
21.8045 0.665819
22.3058 0.662447
22.8070 0.658313
23.3083 0.653735
23.8095 0.649001
24.3108 0.644416
24.8120 0.640319
25.3133 0.637048
25.8145 0.634894
26.3158 0.63407
26.8170 0.634706
27.3183 0.636862
27.8195 0.640553
28.3208 0.64576
28.8221 0.652424
29.3233 0.660423
29.8246 0.669548
30.3258 0.679471
30.8271 0.689739
31.3283 0.699791
31.8296 0.709019
32.3308 0.716881
32.8321 0.723034
33.3333 0.727422
33.8346 0.730301
34.3358 0.73217
34.8371 0.733663
35.3383 0.735456
35.8396 0.738157
36.3409 0.742158
36.8421 0.747417
37.3434 0.753286
37.8446 0.758613
38.3459 0.762307
38.8471 0.764539
39.3484 0.767389
39.8496 0.773093
40.3509 0.782603
40.8521 0.795826
41.3534 0.812154
41.8546 0.830707
42.3559 0.850182
42.8571 0.868448
43.3584 0.882387
43.8596 0.888596
44.3609 0.884813
44.8622 0.870973
45.3634 0.849074
45.8647 0.822311
46.3659 0.794129
46.8672 0.76742
47.3684 0.744007
47.8697 0.724578
48.3709 0.708933
48.8722 0.696248
49.3734 0.685332
49.8747 0.674997
50.3759 0.664548
50.8772 0.653966
51.3784 0.643702
51.8797 0.634472
52.3810 0.627079
52.8822 0.622155
53.3835 0.619994
