#  Fermi level (eV): -10.859
#  Charge transfer :  -0.379
#    Electron counts for each orbital momentum:
#       0      1.821
#       1      4.542
#       2      0.016
#       3      0.000
#  Number of atoms in cluster:  33
#  Lorentzian broadening with HWHH     0.5000 eV
# -----------------------------------------------------------------------
#      e        sDOS           pDOS          dDOS          fDOS    @#
  -100.0000  8.740290E-05  1.923995E-04  1.312381E-04  1.082784E-04
   -99.4987  8.849075E-05  1.943539E-04  1.321049E-04  1.088328E-04
   -98.9975  8.960240E-05  1.963429E-04  1.329837E-04  1.093932E-04
   -98.4962  9.073869E-05  1.983677E-04  1.338739E-04  1.099599E-04
   -97.9950  9.190051E-05  2.004303E-04  1.347765E-04  1.105308E-04
   -97.4937  9.308882E-05  2.025303E-04  1.356922E-04  1.111143E-04
   -96.9925  9.430469E-05  2.046699E-04  1.366216E-04  1.117015E-04
   -96.4912  9.554924E-05  2.068508E-04  1.375654E-04  1.122964E-04
   -95.9900  9.682374E-05  2.090748E-04  1.385248E-04  1.128995E-04
   -95.4887  9.812966E-05  2.113440E-04  1.395007E-04  1.135090E-04
   -94.9875  9.946854E-05  2.136608E-04  1.404945E-04  1.141304E-04
   -94.4862  1.008423E-04  2.160280E-04  1.415081E-04  1.147624E-04
   -93.9850  1.022532E-04  2.184493E-04  1.425437E-04  1.154062E-04
   -93.4837  1.037037E-04  2.209288E-04  1.436042E-04  1.160635E-04
   -92.9825  1.051973E-04  2.234721E-04  1.446935E-04  1.167366E-04
   -92.4812  1.067380E-04  2.260864E-04  1.458168E-04  1.174284E-04
   -91.9799  1.083312E-04  2.287811E-04  1.469811E-04  1.181429E-04
   -91.4787  1.099843E-04  2.315697E-04  1.481967E-04  1.188862E-04
   -90.9774  1.117077E-04  2.344712E-04  1.494786E-04  1.196668E-04
   -90.4762  1.135164E-04  2.375140E-04  1.508494E-04  1.204980E-04
   -89.9749  1.154339E-04  2.407426E-04  1.523447E-04  1.214004E-04
   -89.4737  1.174981E-04  2.442296E-04  1.540235E-04  1.224084E-04
   -88.9724  1.197745E-04  2.481013E-04  1.559886E-04  1.235818E-04
   -88.4712  1.223857E-04  2.525951E-04  1.584346E-04  1.250340E-04
   -87.9699  1.255807E-04  2.581943E-04  1.617575E-04  1.269960E-04
   -87.4687  1.299384E-04  2.660227E-04  1.668797E-04  1.300058E-04
   -86.9674  1.370188E-04  2.791079E-04  1.762858E-04  1.355142E-04
   -86.4662  1.519907E-04  3.074701E-04  1.981958E-04  1.483236E-04
   -85.9649  1.936872E-04  3.876841E-04  2.626360E-04  1.859658E-04
   -85.4637  2.384504E-04  4.758430E-04  3.344012E-04  2.273948E-04
   -84.9624  1.798397E-04  3.604334E-04  2.378532E-04  1.712167E-04
   -84.4612  1.546142E-04  3.096986E-04  1.943071E-04  1.460139E-04
   -83.9599  1.474946E-04  2.946708E-04  1.802838E-04  1.379021E-04
   -83.4586  1.458174E-04  2.903292E-04  1.750613E-04  1.348863E-04
   -82.9574  1.461752E-04  2.899428E-04  1.730654E-04  1.337387E-04
   -82.4561  1.474677E-04  2.913399E-04  1.724979E-04  1.334176E-04
   -81.9549  1.492669E-04  2.936741E-04  1.726573E-04  1.335160E-04
   -81.4536  1.513812E-04  2.965658E-04  1.732285E-04  1.338511E-04
   -80.9524  1.537164E-04  2.998260E-04  1.740536E-04  1.343313E-04
   -80.4511  1.562224E-04  3.033532E-04  1.750470E-04  1.349068E-04
   -79.9499  1.588718E-04  3.070896E-04  1.761591E-04  1.355486E-04
   -79.4486  1.616490E-04  3.110009E-04  1.773597E-04  1.362392E-04
   -78.9474  1.645457E-04  3.150663E-04  1.786299E-04  1.369674E-04
   -78.4461  1.675576E-04  3.192733E-04  1.799570E-04  1.377259E-04
   -77.9449  1.706833E-04  3.236143E-04  1.813328E-04  1.385096E-04
   -77.4436  1.739231E-04  3.280851E-04  1.827515E-04  1.393153E-04
   -76.9424  1.772792E-04  3.326839E-04  1.842092E-04  1.401404E-04
   -76.4411  1.807538E-04  3.374103E-04  1.857032E-04  1.409833E-04
   -75.9398  1.843506E-04  3.422654E-04  1.872318E-04  1.418429E-04
   -75.4386  1.880740E-04  3.472508E-04  1.887937E-04  1.427182E-04
   -74.9373  1.919286E-04  3.523692E-04  1.903882E-04  1.436088E-04
   -74.4361  1.959199E-04  3.576236E-04  1.920150E-04  1.445143E-04
   -73.9348  2.000537E-04  3.630178E-04  1.936739E-04  1.454345E-04
   -73.4336  2.043365E-04  3.685558E-04  1.953652E-04  1.463693E-04
   -72.9323  2.087753E-04  3.742421E-04  1.970891E-04  1.473188E-04
   -72.4311  2.133774E-04  3.800819E-04  1.988463E-04  1.482831E-04
   -71.9298  2.181509E-04  3.860804E-04  2.006374E-04  1.492623E-04
   -71.4286  2.231046E-04  3.922435E-04  2.024631E-04  1.502569E-04
   -70.9273  2.282477E-04  3.985775E-04  2.043244E-04  1.512671E-04
   -70.4261  2.335902E-04  4.050890E-04  2.062224E-04  1.522933E-04
   -69.9248  2.391431E-04  4.117849E-04  2.081586E-04  1.533361E-04
   -69.4236  2.449178E-04  4.186732E-04  2.101340E-04  1.543961E-04
   -68.9223  2.509270E-04  4.257620E-04  2.121507E-04  1.554738E-04
   -68.4211  2.571841E-04  4.330603E-04  2.142102E-04  1.565702E-04
   -67.9198  2.637040E-04  4.405777E-04  2.163148E-04  1.576860E-04
