i1	4.4297e+17
i2	2.9079e+17
i3	1.9090e+17
i4	1.2532e+17
i5	8.2268e+16
i6	5.4007e+16
i7	3.5454e+16
i8	2.3274e+16
i9	1.5279e+16
i10	1.0030e+16
